Lemmatized	Original
chronic_problem	chronic_problems
inhalation_of_fiber_from_asbestos_fiber	inhalation_of_fibers_from_asbestos_fiber
disease_of_the_eye	diseases_of_the_eye
emission_from_the_burning_of_fossil_fuel	emissions_from_the_burning_of_fossil_fuels
gum_disease	gum_diseases
level_from_30-50_nmol/l	levels_from_30-50_nmol/l
repeated_blow_to_the_head	repeated_blows_to_the_head
body_pain	body_pains
low_quality_bed	low_quality_beds
dissociative_symptom	dissociative_symptoms
complex_partial_seizure	complex_partial_seizures
joint_deformity	joint_deformities
good_outcome	good_outcomes
clip_or_barrette	clips_or_barrettes
breathing_of_fibre_from_asbestos_fiber	breathing_of_fibres_from_asbestos_fiber
death_of_million	deaths_of_millions
distraction_of_inner_ear_noise	distraction_of_inner_ear_noises
financial_market	financial_markets
ai	ais
negligent_action_of	negligent_actions_of
damage_to_the_heart_valve	damage_to_the_heart_valves
body_need_le_fat	body_needs_less_fat
subterranean_termite	subterranean_termites
large_storm	large_storms
trick	tricks
absurd_result	absurd_results
repetitive_task	repetitive_tasks
chemical_component	chemical_components
traditional_nsaid	traditional_nsaids
problem_with_being_biodegradable_into_the_soil	problems_with_being_biodegradable_into_the_soil
component_are_lighter_weight	components_are_lighter_weight
dangerous_driving_condition	dangerous_driving_conditions
variant	variants
defective_appliance	defective_appliances
genetic_effect	genetic_effects
dry_mucous_membrane	dry_mucous_membranes
stock_market_crash	stock_market_crashes
natural_element	natural_elements
psychological_symptom	psychological_symptoms
daily_calorie	daily_calories
lifestyle_modification	lifestyle_modifications
positive_change	positive_changes
defective_vehicle	defective_vehicles
deteriorating_crop_condition	deteriorating_crop_conditions
lake_level	lake_levels
male_driver	male_drivers
sudden_alteration_in_his_activity_level	sudden_alteration_in_his_activity_levels
sudden_change_in_his_activity_level	sudden_change_in_his_activity_levels
severe_inadequacy_of_nutrient	severe_inadequacies_of_nutrients
intestinal_disorder	intestinal_disorders
long-term_credit_ramification	long-term_credit_ramifications
medical_collection	medical_collections
emotional_factor	emotional_factors
significant_injury	significant_injuries
panic_in_financial_market	panic_in_financial_markets
nuclear_reaction	nuclear_reactions
melting_of_the_ice_cap	melting_of_the_ice_caps
combination_of_drug	combination_of_drugs
nucleoside_analog	nucleoside_analogs
cancer_cell	cancer_cells
deliberation	deliberations
climatic_shift	climatic_shifts
soft_tissue_structure	soft_tissue_structures
fatty_deposit	fatty_deposits
general_symptom	general_symptoms
link	links
increased_release_of_stress_hormone	increased_release_of_stress_hormones
increased_blood_cholesterol_level	increased_blood_cholesterol_levels
loan	loans
unhealthy_fat	unhealthy_fats
salinization_of_soil	salinization_of_soils
intrusive_thought	intrusive_thoughts
unsafe_premise	unsafe_premises
multiple_disease	multiple_diseases
single_parent_household	single_parent_households
follicle	follicles
high_wage	high_wages
airborne_allergen	airborne_allergens
dismissal_of_charge	dismissal_of_charges
fat_cell	fat_cells
imbalance_of_neurotransmitter	imbalance_of_neurotransmitters
imbalance_of_neurotransmitter	imbalances_of_neurotransmitters
numerous_problem	numerous_problems
mobility_issue	mobility_issues
compulsion	compulsions
preventable_illness	preventable_illnesses
nut	nuts
underinflated_tire	underinflated_tires
higher_margin	higher_margins
condition_of_the_premise	condition_of_the_premises
poor_weather_condition	poor_weather_conditions
pig	pigs
high_gas_price	high_gas_prices
drug-related_death	drug-related_deaths
homelessness_among_woman	homelessness_among_women
complex_outcome	complex_outcomes
disease_in_plant	diseases_in_plants
migraine_attack	migraine_attacks
higher_commodity_price	higher_commodity_prices
weakness_in_muscle	weakness_in_muscles
dependency	dependencies
high_water_temperature	high_water_temperatures
serious_adverse_reaction	serious_adverse_reactions
numerous_complication	numerous_complications
pathology	pathologies
large_loss	large_losses
small_mistake	small_mistakes
gold_price_in_u_starting_to_surge	gold_prices_in_us_starting_to_surge
abnormal_blood_vessel	abnormal_blood_vessels
car_wreck	car_wrecks
blindness_in_child	blindness_in_children
high_ranking	high_rankings
sedative	sedatives
impotence_problem	impotence_problems
hormone_treatment	hormone_treatments
huge_number_of_package	huge_number_of_packages
progression_of_cavity	progression_of_cavities
employee_claim	employee_claims
tannin	tannins
problem_in_your_body	problems_in_your_body
longer_travel_time	longer_travel_times
psychotropic_medication	psychotropic_medications
burden	burdens
button	buttons
chronic_degenerative_disease	chronic_degenerative_diseases
change_in_your_body	changes_in_your_body
feeling_of_isolation	feelings_of_isolation
social_structure	social_structures
odor_problem	odor_problems
crease	creases
lung_cancer_case	lung_cancer_cases
rich_country	rich_countries
disabling_condition	disabling_conditions
painful_erection	painful_erections
moist_tear_in_the_mouth	moist_tears_in_the_mouth
malfunction	malfunctions
physical_pain	physical_pains
submarine_landslide	submarine_landslides
common_infection	common_infections
postponed_implant_the_adjoining_gum_and_bone	postponed_implants_the_adjoining_gums_and_bones
addict	addicts
interpersonal_problem	interpersonal_problems
underwater_mortgage	underwater_mortgages
resistance_to_participate_in_out-of-doors_activity	resistance_to_participate_in_out-of-doors_activities
incontinence_in_woman	incontinence_in_women
flow_of_electron	flow_of_electrons
exposure_to_the_eye	exposure_to_the_eyes
potentially_harmful_effect	potentially_harmful_effects
speakeasy	speakeasies
cyber_attack	cyber_attacks
medium_violence	media_violence
lock	locks
spermicide	spermicides
blood_sugar_imbalance	blood_sugar_imbalances
menstrual_problem	menstrual_problems
serious_personal_injury	serious_personal_injuries
condition_of_the_workplace	conditions_of_the_workplace
own_error	own_errors
death_a_year	deaths_a_year
muscle_contracture	muscle_contractures
multiple_concussion	multiple_concussions
fatigue_in_muscle	fatigue_in_muscles
power_fluctuation	power_fluctuations
damage_to_the_ovary	damage_to_the_ovaries
nonsense_mutation	nonsense_mutations
renal_failure_in_dog	renal_failure_in_dogs
side_effect_of_certain_medication	side_effects_of_certain_medications
parking_lot	parking_lots
vision_change	vision_changes
increase_in_professional_fee	increase_in_professional_fees
time_pressure	time_pressures
loss_of_profit	loss_of_profits
enteric_pathogen	enteric_pathogens
difference_of_opinion	differences_of_opinion
union	unions
drone_strike	drone_strikes
random_event	random_events
narrowing_of_blood_vessel	narrowing_of_blood_vessels
insulin_spike	insulin_spikes
whole_grain	whole_grains
secondary_complication	secondary_complications
truck_driver	truck_drivers
poor_yield	poor_yields
fungal_disease	fungal_diseases
dysfunction	dysfunctions
bodily_symptom	bodily_symptoms
whiplash_injury	whiplash_injuries
disability_in_the_united_state	disability_in_the_united_states
energy_saving	energy_savings
autoimmune_destruction_of_pancreatic_beta_cell	autoimmune_destruction_of_pancreatic_beta_cells
one-parent_family	one-parent_families
seam	seams
skull_fracture	skull_fractures
biliary_complication	biliary_complications
space-occupying_lesion	space-occupying_lesions
work_zone	work_zones
cold_mouth_sore	cold_mouth_sores
visibility_problem	visibility_problems
erratic_weather_pattern	erratic_weather_patterns
stun_gun	stun_guns
stray_current	stray_currents
rise_in_price	rise_in_prices
natural_variation	natural_variations
neuroleptic_drug	neuroleptic_drugs
movement_of_plate	movement_of_plates
careless_act	careless_acts
clinical_benefit	clinical_benefits
greenhouse_gas_from_human_activity	greenhouse_gases_from_human_activities
improperly_inflated_tire	improperly_inflated_tires
disease_of_the_musculoskeletal_system	diseases_of_the_musculoskeletal_system
narcotic_analgesic	narcotic_analgesics
toxic_material	toxic_materials
sorrow	sorrows
tariff	tariffs
damaged_disc	damaged_discs
radish_sprout	radish_sprouts
central_nervous_system_depressant	central_nervous_system_depressants
cardiac_death	cardiac_deaths
marriage_problem	marriage_problems
user_action	user_actions
toxic_air_pollutant	toxic_air_pollutants
defect_in_cat	defects_in_cat
innovative_idea	innovative_ideas
defective_seat_belt	defective_seat_belts
traffic_injury	traffic_injuries
duplication_of_effort	duplication_of_efforts
plant_to_die	plants_to_die
leukemia	leukemias
economic_condition	economic_conditions
harmful_uv_ray	harmful_uv_rays
174_death	174_deaths
mass_casualty_bombing	mass_casualty_bombings
aid_dementia_complex	aids_dementia_complex
own_act	own_acts
damage_from_free_radical	damage_from_free_radicals
ice_crystal	ice_crystals
volume_change	volume_changes
gamma_ray	gamma_rays
retreat_of_glacier	retreat_of_glaciers
chlamydia_infection	chlamydia_infections
suppressed_emotion	suppressed_emotions
red_gum	red_gums
hiv_medication	hiv_medications
physiologic_change	physiologic_changes
massive_layoff	massive_layoffs
cr	crs
musculoskeletal_problem	musculoskeletal_problems
aggravating_factor	aggravating_factors
risk_factor	risk_factors
ade	ades
sale_increase	sales_increase
hormonal_abnormality	hormonal_abnormalities
hiv_drug	hiv_drugs
lower_debt_balance	lower_debt_balances
increasing_metabolic_demand	increasing_metabolic_demands
hookworm	hookworms
cancer_in_the_lung	cancer_in_the_lungs
spring_allergy	spring_allergies
change_negative_thinking_pattern	change_negative_thinking_patterns
chronic_complication	chronic_complications
np_pollution	nps_pollution
potential_effect	potential_effects
maternal_infection	maternal_infections
femur_fracture	femur_fractures
hormone_fluctuation	hormone_fluctuations
stiff_joint	stiff_joints
hmg-coa_reductase_inhibitor	hmg-coa_reductase_inhibitors
chromosomal_defect	chromosomal_defects
retinal_problem	retinal_problems
financial_regulation	financial_regulations
holiday_blue	holiday_blues
huge_material_loss	huge_material_losses
adult	adults
fever_in_child	fever_in_children
insured_loss	insured_losses
arm_trade	arms_trade
load	loads
nervous_system_disorder	nervous_system_disorders
spontaneous_mutation	spontaneous_mutations
drainage_problem	drainage_problems
diet_drink	diet_drinks
arthritic_joint	arthritic_joints
bias	biases
physical_activity	physical_activities
toxic_vapor	toxic_vapors
negligent_action_of_another_person	negligent_actions_of_another_person
weight_loss_supplement	weight_loss_supplements
physical_process	physical_processes
reliance_on_fossil_fuel	reliance_on_fossil_fuels
removal_of_tree	removal_of_trees
health_outcome	health_outcomes
technology	technologies
criminal_penalty	criminal_penalties
use_of_antibiotic	use_of_antibiotics
egg	eggs
dislocation	dislocations
rich	riches
bad_side_effect	bad_side_effects
circumstance_beyond_their_control	circumstances_beyond_their_control
safety_problem	safety_problems
falling_home_price	falling_home_prices
infantile_spasm	infantile_spasms
personal_injury_claim	personal_injury_claims
demise_of_the_dinosaur	demise_of_the_dinosaurs
mass_casualty	mass_casualties
pogrom	pogroms
chemical_irritant	chemical_irritants
vast_change	vast_changes
sore_nipple	sore_nipples
thought_pattern	thought_patterns
retirement	retirements
road_hazard	road_hazards
extremely_cold_temperature	extremely_cold_temperatures
health_damage	health_damages
cold_foot	cold_feet
political_issue	political_issues
severe_disease_in_human	severe_disease_in_humans
false_vision	false_visions
fallen_angel	fallen_angels
variation_in_climate	variations_in_climate
sod1_mutation	sod1_mutations
chemotherapy	chemotherapies
industrial_activity	industrial_activities
regulatory_violation	regulatory_violations
systemic_infection	systemic_infections
tmj_disorder	tmj_disorders
congenital_abnormality	congenital_abnormalities
heavy_thunderstorm	heavy_thunderstorms
contracture	contractures
closure	closures
long_delay	long_delays
use_of_antiperspirant	use_of_antiperspirants
higher_energy_price	higher_energy_prices
thorn	thorns
clostridium_difficile_infection	clostridium_difficile_infections
lower_tax_revenue	lower_tax_revenues
motor	motors
rare_cancer	rare_cancers
antigen	antigens
dumped_or_subsidized_import	dumped_or_subsidized_imports
change_in_farming_practice	changes_in_farming_practices
flight_cancellation	flight_cancellations
suv	suvs
global_imbalance	global_imbalances
transformation_of_the_disciple	transformation_of_the_disciples
death_in_al	death_in_als
man-made_cause	man-made_causes
