Source	Target	Comment
disorder	hypersomnia	removed by SMT
disorder	developmental_problem	removed by SMT
disorder	chronic_insomnia	removed by SMT
disorder	convulsion	removed by SMT
disorder	deafness	removed by SMT
disorder	high_cholesterol	removed by SMT
disorder	chronic_kidney_disease	removed by SMT
disorder	malabsorption	removed by SMT
disorder	medication	removed by SMT
disorder	cell	removed by SMT
disorder	permanent_brain_damage	removed by SMT
disorder	learning_disability	removed by SMT
disorder	impulsivity	removed by SMT
disorder	nerve_injury	removed by SMT
disorder	fibrosis	removed by SMT
disorder	skin	removed by SMT
disorder	delusion	removed by SMT
disorder	panic	removed by SMT
disorder	necrosis	removed by SMT
disorder	anguish	removed by SMT
disorder	cardiovascular_disease	removed by SMT
disorder	pernicious_anemia	removed by SMT
disorder	restrictive_cardiomyopathy	removed by SMT
disorder	rejection	removed by SMT
disorder	sign	removed by SMT
disorder	emotional_difficulty	removed by SMT
disorder	physical_ailment	removed by SMT
disorder	drug_use	removed by SMT
disorder	alzheimer_'s_disease	removed by SMT
disorder	suicidal_behavior	removed by SMT
disorder	hypercalcemia	removed by SMT
disorder	eczema	removed by SMT
disorder	mental_disorder	removed by SMT
dementia	delirium	removed by SMT
dementia	delusion	removed by SMT
dementia	weight_loss	removed by SMT
dementia	sleep_disturbance	removed by SMT
dementia	behavior	removed by SMT
dementia	impairment	removed by SMT
dementia	deterioration	removed by SMT
dementia	mortality	removed by SMT
dementia	morbidity	removed by SMT
dementia	emotional_problem	removed by SMT
dementia	balance_problem	removed by SMT
dementia	tremor	removed by SMT
dementia	speech	removed by SMT
dementia	irritability	removed by SMT
dementia	impulsivity	removed by SMT
condition	hypoxia	removed by SMT
condition	extreme_anxiety	removed by SMT
condition	acute_renal_failure	removed by SMT
condition	ulceration	removed by SMT
condition	peace	removed by SMT
condition	sickness	removed by SMT
condition	mutation	removed by SMT
condition	muscular_weakness	removed by SMT
condition	chronic_diarrhea	removed by SMT
condition	parasite	removed by SMT
condition	swallowing_problem	removed by SMT
condition	ill_health	removed by SMT
condition	aid	removed by SMT
condition	impact	removed by SMT
condition	tmj	removed by SMT
condition	difference	removed by SMT
condition	formation	removed by SMT
condition	occurrence	removed by SMT
condition	degradation	removed by SMT
condition	health_complication	removed by SMT
condition	psoriasis	removed by SMT
condition	muscle_breakdown	removed by SMT
condition	physical_symptom	removed by SMT
condition	panic_attack	removed by SMT
condition	brain_inflammation	removed by SMT
condition	hypotension	removed by SMT
condition	strabismus	removed by SMT
condition	atrophy	removed by SMT
condition	serious_side_effect	removed by SMT
condition	brittle_bone	removed by SMT
condition	dysfunction	removed by SMT
condition	tic	removed by SMT
condition	anxiety_disorder	removed by SMT
condition	lack_of_concentration	removed by SMT
condition	cataract	removed by SMT
condition	hair	removed by SMT
condition	rapid_breathing	removed by SMT
condition	multiple_sclerosis	removed by SMT
condition	depressive_symptom	removed by SMT
condition	childbirth	removed by SMT
condition	iron_deficiency	removed by SMT
condition	balance	removed by SMT
condition	negative_effect	removed by SMT
condition	severe_problem	removed by SMT
condition	sudden_cardiac_death	removed by SMT
condition	sleep_disturbance	removed by SMT
condition	lesion	removed by SMT
condition	balance_problem	removed by SMT
condition	sadness	removed by SMT
condition	respiratory_distress	removed by SMT
condition	insecurity	removed by SMT
condition	dispute	removed by SMT
condition	oxidative_stress	removed by SMT
condition	wrongful_death	removed by SMT
condition	rigidity	removed by SMT
condition	joint_problem	removed by SMT
condition	kidney	removed by SMT
condition	scarring_of_the_lung	removed by SMT
condition	heart	removed by SMT
condition	respiratory_problem	removed by SMT
condition	blemish	removed by SMT
condition	inflammation_of_the_brain	removed by SMT
condition	life	removed by SMT
condition	tissue_injury	removed by SMT
condition	heart_rhythm_disturbance	removed by SMT
condition	hormone_imbalance	removed by SMT
condition	sleeplessness	removed by SMT
condition	loss_of_memory	removed by SMT
condition	inflammation_in_the_body	removed by SMT
condition	bodily_injury	removed by SMT
condition	rape	removed by SMT
condition	fragile_bone	removed by SMT
condition	chronic_sinusitis	removed by SMT
condition	gum_disease	removed by SMT
condition	uveitis	removed by SMT
condition	further_problem	removed by SMT
condition	heat	removed by SMT
condition	chill	removed by SMT
condition	sorrow	removed by SMT
condition	psychological_distress	removed by SMT
condition	perforation	removed by SMT
condition	starvation	removed by SMT
condition	dermatitis	removed by SMT
condition	high_cholesterol	removed by SMT
condition	speculation	removed by SMT
condition	rebellion	removed by SMT
condition	shyness	removed by SMT
condition	unemployment	removed by SMT
condition	chronic_renal_failure	removed by SMT
condition	retirement	removed by SMT
condition	structural_failure	removed by SMT
condition	pancreatitis	removed by SMT
condition	bump	removed by SMT
condition	peritonitis	removed by SMT
condition	dental_decay	removed by SMT
condition	gestational_diabetes	removed by SMT
condition	frozen_shoulder	removed by SMT
condition	resentment	removed by SMT
condition	thrombosis	removed by SMT
condition	muscular_tension	removed by SMT
condition	fibromyalgia	removed by SMT
condition	stressor	removed by SMT
condition	heart_rate	removed by SMT
condition	alcohol_abuse	removed by SMT
condition	recession	removed by SMT
condition	functional_limitation	removed by SMT
condition	medical_cost	removed by SMT
condition	aortic_stenosis	removed by SMT
condition	hospital_stay	removed by SMT
condition	reduction	removed by SMT
condition	ct	removed by SMT
condition	infestation	removed by SMT
condition	return	removed by SMT
condition	cell_death	removed by SMT
condition	premature_delivery	removed by SMT
condition	sleep_problem	removed by SMT
condition	loss_of_life	removed by SMT
condition	metabolic_disorder	removed by SMT
condition	amnesia	removed by SMT
condition	pu	removed by SMT
condition	birth_of_a_child	removed by SMT
condition	arteriosclerosis	removed by SMT
condition	learning_disability	removed by SMT
condition	bowel_obstruction	removed by SMT
condition	plantar_fasciitis	removed by SMT
condition	skin_infection	removed by SMT
condition	spread	removed by SMT
condition	poor_performance	removed by SMT
condition	digestive_problem	removed by SMT
condition	flatulence	removed by SMT
condition	cervical_cancer	removed by SMT
condition	high_fever	removed by SMT
condition	destruction_of_red_blood_cell	removed by SMT
condition	delirium	removed by SMT
condition	evil	removed by SMT
condition	discharge	removed by SMT
condition	aspiration_pneumonia	removed by SMT
condition	serious_damage	removed by SMT
condition	damage_to_the_optic_nerve	removed by SMT
condition	constant_pain	removed by SMT
condition	decay	removed by SMT
condition	breathing	removed by SMT
condition	low_testosterone_level	removed by SMT
condition	blister	removed by SMT
condition	flooding	removed by SMT
condition	thinning_hair	removed by SMT
condition	high_level	removed by SMT
condition	disturbance	removed by SMT
condition	dvt	removed by SMT
condition	raised_blood_pressure	removed by SMT
condition	intense_itching	removed by SMT
condition	hypercalcemia	removed by SMT
condition	neck	removed by SMT
condition	rhabdomyolysis	removed by SMT
condition	chronic_infection	removed by SMT
condition	female_hair_loss	removed by SMT
condition	agitation	removed by SMT
condition	tendonitis	removed by SMT
condition	tachycardia	removed by SMT
condition	dental_problem	removed by SMT
condition	political_instability	removed by SMT
condition	breast_pain	removed by SMT
condition	corneal_scarring	removed by SMT
condition	hunger	removed by SMT
condition	premature_birth	removed by SMT
condition	cardiac_disease	removed by SMT
condition	recovery	removed by SMT
condition	hyperkalemia	removed by SMT
condition	severe_diarrhea	removed by SMT
condition	mold	removed by SMT
condition	multiple_organ_failure	removed by SMT
condition	dyspareunia	removed by SMT
condition	breast_cancer	removed by SMT
condition	worry	removed by SMT
condition	devastation	removed by SMT
condition	financial_problem	removed by SMT
condition	kidney_problem	removed by SMT
condition	leg	removed by SMT
condition	night_sweat	removed by SMT
condition	nerve_compression	removed by SMT
condition	behavior_problem	removed by SMT
condition	canker_sore	removed by SMT
condition	leakage	removed by SMT
condition	severe_itching	removed by SMT
condition	dry_skin	removed by SMT
condition	impotency	removed by SMT
condition	physical_illness	removed by SMT
condition	cavity	removed by SMT
condition	unhappiness	removed by SMT
condition	systemic_illness	removed by SMT
condition	back_problem	removed by SMT
condition	leukemia	removed by SMT
condition	syndrome	removed by SMT
condition	inconvenience	removed by SMT
speech	damage	removed by SMT
speech	silence	removed by SMT
speech	freedom	removed by SMT
paralysis	problem	removed by SMT
paralysis	disfigurement	removed by SMT
paralysis	deformity	removed by SMT
coma	severe_brain_damage	removed by SMT
hallucination	phenomenon	removed by SMT
hallucination	suicide	removed by SMT
personality_change	depression	removed by SMT
intellectual_disability	social_problem	removed by SMT
adhd	challenge	removed by SMT
adhd	irritability	removed by SMT
adhd	side_effect	removed by SMT
adhd	dysfunction	removed by SMT
adhd	aggression	removed by SMT
adhd	trouble	removed by SMT
adhd	inattention	removed by SMT
adhd	substance_abuse	removed by SMT
adhd	issue	removed by SMT
adhd	child	removed by SMT
crime	property_damage	removed by SMT
crime	conflict	removed by SMT
crime	concern	removed by SMT
crime	anger	removed by SMT
crime	physical_harm	removed by SMT
crime	decay	removed by SMT
crime	removal	removed by SMT
crime	gain	removed by SMT
crime	physical_damage	removed by SMT
crime	havoc	removed by SMT
crime	inconvenience	removed by SMT
crime	panic	removed by SMT
crime	birth_of_a_child	removed by SMT
crime	unhappiness	removed by SMT
crime	fatality	removed by SMT
behavior	humiliation	removed by SMT
behavior	physical_harm	removed by SMT
behavior	dysfunction	removed by SMT
behavior	fight	removed by SMT
behavior	disqualification	removed by SMT
behavior	alcoholism	removed by SMT
behavior	litigation	removed by SMT
behavior	emotional_pain	removed by SMT
behavior	drug	removed by SMT
behavior	neglect	removed by SMT
behavior	heart_attack	removed by SMT
behavior	hazard	removed by SMT
behavior	side_effect	removed by SMT
behavior	weight_loss	removed by SMT
behavior	fine	removed by SMT
behavior	rage	removed by SMT
behavior	stagnation	removed by SMT
behavior	hurt	removed by SMT
behavior	annoyance	removed by SMT
behavior	conviction	removed by SMT
behavior	substance_use	removed by SMT
behavior	sin	removed by SMT
behavior	rejection	removed by SMT
behavior	lawsuit	removed by SMT
behavior	cost	removed by SMT
behavior	mental_illness	removed by SMT
behavior	fall	removed by SMT
behavior	liver_damage	removed by SMT
behavior	self-harm	removed by SMT
behavior	error	removed by SMT
behavior	burnout	removed by SMT
behavior	reaction	removed by SMT
behavior	transmission	removed by SMT
behavior	lung_cancer	removed by SMT
behavior	vulnerability	removed by SMT
hypersomnia	depression	removed by SMT
unconsciousness	darkness	removed by SMT
deficit	lack_of_motivation	removed by SMT
deficit	economic_problem	removed by SMT
birth_defect	infertility	removed by SMT
birth_defect	disorder	removed by SMT
birth_defect	damage	removed by SMT
birth_defect	complication	removed by SMT
birth_defect	mental_retardation	removed by SMT
birth_defect	hearing_loss	removed by SMT
birth_defect	low_vision	removed by SMT
birth_defect	autism	removed by SMT
birth_defect	side_effect	removed by SMT
birth_defect	mortality	removed by SMT
birth_defect	epilepsy	removed by SMT
birth_defect	intellectual_disability	removed by SMT
birth_defect	developmental_disability	removed by SMT
birth_defect	stenosis	removed by SMT
hearing_loss	withdrawal	removed by SMT
hearing_loss	disease	removed by SMT
hearing_loss	anxiety	removed by SMT
hearing_loss	behavior	removed by SMT
hearing_loss	adverse_effect	removed by SMT
hearing_loss	irritability	removed by SMT
hearing_loss	ear	removed by SMT
hearing_loss	delay	removed by SMT
hearing_loss	vertigo	removed by SMT
hearing_loss	pain	removed by SMT
psychiatric_disorder	disorder	removed by SMT
psychiatric_disorder	suicidal_ideation	removed by SMT
psychiatric_disorder	suicide	removed by SMT
psychiatric_disorder	sleep_problem	removed by SMT
psychiatric_disorder	sleep_disturbance	removed by SMT
psychiatric_disorder	cognitive_impairment	removed by SMT
syndrome	behavioral_problem	removed by SMT
syndrome	hallucination	removed by SMT
syndrome	weakness	removed by SMT
syndrome	disorientation	removed by SMT
syndrome	eating_disorder	removed by SMT
syndrome	malignancy	removed by SMT
syndrome	nerve_damage	removed by SMT
syndrome	anemia	removed by SMT
syndrome	heart_failure	removed by SMT
syndrome	sleeplessness	removed by SMT
syndrome	fatality	removed by SMT
syndrome	disorder	removed by SMT
syndrome	muscle	removed by SMT
syndrome	disease	removed by SMT
syndrome	outcome	removed by SMT
syndrome	cancer	removed by SMT
syndrome	chronic_pain	removed by SMT
syndrome	heart_attack	removed by SMT
syndrome	blindness	removed by SMT
syndrome	health_problem	removed by SMT
syndrome	hirsutism	removed by SMT
syndrome	breast_cancer	removed by SMT
syndrome	degeneration	removed by SMT
syndrome	premature_death	removed by SMT
syndrome	distress	removed by SMT
syndrome	dyspnea	removed by SMT
cognitive_impairment	disability	removed by SMT
cognitive_impairment	depression	removed by SMT
psychosis	paranoia	removed by SMT
psychosis	schizophrenia	removed by SMT
vascular_dementia	problem	removed by SMT
difficulty	cost_overrun	removed by SMT
difficulty	loss	removed by SMT
difficulty	despair	removed by SMT
difficulty	poor_performance	removed by SMT
difficulty	suicide	removed by SMT
difficulty	substance_abuse	removed by SMT
difficulty	cost	removed by SMT
mental_disorder	death	removed by SMT
mental_disorder	mood_swing	removed by SMT
